it=0 best=12 n=18 L=12 edges=[(0, 3), (0, 11), (0, 15), (1, 15), (1, 16), (1, 17), (2, 4), (2, 6), (2, 7), (3, 10), (3, 13), (4, 5), (4, 11), (5, 14), (5, 15), (8, 11), (9, 15), (10, 17), (12, 15), (14, 15)]
it=0 cur=12 best=12 T=2.00 elapsed=0s
it=92800 cur=2 best=1 T=0.14 elapsed=127s
it=93000 cur=2 best=1 T=0.14 elapsed=127s
it=93200 cur=2 best=1 T=0.14 elapsed=127s
it=93400 cur=2 best=1 T=0.13 elapsed=127s
it=93600 cur=2 best=1 T=0.13 elapsed=127s
it=93800 cur=2 best=1 T=0.12 elapsed=127s
it=94000 cur=2 best=1 T=0.12 elapsed=127s
it=94200 cur=2 best=1 T=0.12 elapsed=127s
it=94400 cur=2 best=1 T=0.11 elapsed=127s
it=94600 cur=2 best=1 T=0.11 elapsed=127s
it=94800 cur=2 best=1 T=0.10 elapsed=127s
it=95000 cur=2 best=1 T=0.10 elapsed=127s
it=95200 cur=2 best=1 T=0.10 elapsed=127s
it=95400 cur=2 best=1 T=0.09 elapsed=127s
it=95600 cur=2 best=1 T=0.09 elapsed=127s
it=95800 cur=2 best=1 T=0.08 elapsed=127s
it=96000 cur=2 best=1 T=0.08 elapsed=127s
it=96200 cur=2 best=1 T=0.08 elapsed=127s
it=96400 cur=2 best=1 T=0.07 elapsed=127s
it=96600 cur=2 best=1 T=0.07 elapsed=127s
it=96800 cur=2 best=1 T=0.06 elapsed=127s
it=97000 cur=2 best=1 T=0.06 elapsed=127s
it=97200 cur=2 best=1 T=0.06 elapsed=128s
it=97400 cur=2 best=1 T=0.05 elapsed=128s
it=97600 cur=2 best=1 T=0.05 elapsed=128s
it=97800 cur=2 best=1 T=0.05 elapsed=128s
it=98000 cur=2 best=1 T=0.05 elapsed=128s
it=98200 cur=2 best=1 T=0.05 elapsed=128s
it=98400 cur=2 best=1 T=0.05 elapsed=128s
it=98600 cur=2 best=1 T=0.05 elapsed=128s
it=98800 cur=2 best=1 T=0.05 elapsed=128s
it=99000 cur=2 best=1 T=0.05 elapsed=128s
it=99200 cur=2 best=1 T=0.05 elapsed=128s
it=99400 cur=2 best=1 T=0.05 elapsed=128s
it=99600 cur=2 best=1 T=0.05 elapsed=128s
it=99800 cur=2 best=1 T=0.05 elapsed=128s
DONE n=18 best=1
